oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
RP,0.4626760482788086,GBDT,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
Howso,42.03657674789429,SVM,0.772,0.022,0.4,0.224,0.041,0.588,0.528,0.453
Howso,42.03657674789429,KNN,0.893,0.0,0.0,0.096,0.0,0.452,0.0,0.71
Howso,42.03657674789429,LR,0.752,0.038,0.8,0.248,0.073,0.776,0.775,0.225
Howso,42.03657674789429,DT,0.862,0.036,0.4,0.133,0.066,0.634,0.547,0.435
Howso,42.03657674789429,RF,0.92,0.033,0.2,0.071,0.057,0.564,0.329,0.568
Howso,42.03657674789429,LightGBM,0.932,0.04,0.2,0.059,0.067,0.571,0.33,0.567
Howso,42.03657674789429,Adaboost,0.794,0.0,0.0,0.197,0.0,0.402,0.0,0.721
Howso,42.03657674789429,GBDT,0.93,0.0,0.0,0.059,0.0,0.471,0.0,0.708
DS,0.10644769668579102,SVM,0.978,0.0,0.0,0.01,0.0,0.495,0.0,0.707
DS,0.10644769668579102,KNN,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
DS,0.10644769668579102,LR,0.966,0.091,0.2,0.025,0.125,0.588,0.332,0.566
DS,0.10644769668579102,DT,0.983,0.25,0.2,0.007,0.222,0.596,0.333,0.566
DS,0.10644769668579102,RF,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
DS,0.10644769668579102,LightGBM,0.985,0.0,0.0,0.002,0.0,0.499,0.0,0.707
DS,0.10644769668579102,Adaboost,0.973,0.0,0.0,0.015,0.0,0.493,0.0,0.707
DS,0.10644769668579102,GBDT,0.971,0.0,0.0,0.017,0.0,0.491,0.0,0.707
SDV_GC,1.448793888092041,SVM,0.968,0.167,0.4,0.025,0.235,0.688,0.567,0.425
SDV_GC,1.448793888092041,KNN,0.971,0.0,0.0,0.017,0.0,0.491,0.0,0.707
SDV_GC,1.448793888092041,LR,0.883,0.043,0.4,0.111,0.077,0.645,0.552,0.431
SDV_GC,1.448793888092041,DT,0.964,0.0,0.0,0.025,0.0,0.488,0.0,0.707
SDV_GC,1.448793888092041,RF,0.981,0.0,0.0,0.007,0.0,0.496,0.0,0.707
SDV_GC,1.448793888092041,LightGBM,0.981,0.0,0.0,0.007,0.0,0.496,0.0,0.707
SDV_GC,1.448793888092041,Adaboost,0.978,0.0,0.0,0.01,0.0,0.495,0.0,0.707
SDV_GC,1.448793888092041,GBDT,0.971,0.0,0.0,0.017,0.0,0.491,0.0,0.707
SDV_GAN,20.60064196586609,SVM,0.968,0.1,0.2,0.022,0.133,0.589,0.332,0.566
SDV_GAN,20.60064196586609,KNN,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
SDV_GAN,20.60064196586609,LR,0.905,0.095,0.8,0.093,0.17,0.853,0.85,0.156
SDV_GAN,20.60064196586609,DT,0.937,0.0,0.0,0.052,0.0,0.474,0.0,0.708
SDV_GAN,20.60064196586609,RF,0.978,0.0,0.0,0.01,0.0,0.495,0.0,0.707
SDV_GAN,20.60064196586609,LightGBM,0.981,0.0,0.0,0.007,0.0,0.496,0.0,0.707
SDV_GAN,20.60064196586609,Adaboost,0.964,0.0,0.0,0.025,0.0,0.488,0.0,0.707
SDV_GAN,20.60064196586609,GBDT,0.973,0.0,0.0,0.015,0.0,0.493,0.0,0.707
